dt,token_symbol,total_supply
2025-04-04 00:00:00.000 UTC,rswETH,41900.62783791845
2025-04-05 00:00:00.000 UTC,rswETH,41900.73153391688
2025-04-06 00:00:00.000 UTC,rswETH,41789.68374151831
2025-04-07 00:00:00.000 UTC,rswETH,41688.13057994827
2025-04-08 00:00:00.000 UTC,rswETH,41184.791446943455
2025-04-09 00:00:00.000 UTC,rswETH,41165.05530251941
2025-04-10 00:00:00.000 UTC,rswETH,41136.22518784294
2025-04-11 00:00:00.000 UTC,rswETH,40989.14992679232
2025-04-12 00:00:00.000 UTC,rswETH,40984.27221978303
2025-04-13 00:00:00.000 UTC,rswETH,41006.37943759235
2025-04-14 00:00:00.000 UTC,rswETH,41002.14103635434
2025-04-15 00:00:00.000 UTC,rswETH,40945.50473981506
2025-04-16 00:00:00.000 UTC,rswETH,40921.61204027194
2025-04-17 00:00:00.000 UTC,rswETH,40982.74003700165
2025-04-18 00:00:00.000 UTC,rswETH,40951.10232831264
2025-04-19 00:00:00.000 UTC,rswETH,40949.51724693537
2025-04-20 00:00:00.000 UTC,rswETH,40947.24461188462
2025-04-21 00:00:00.000 UTC,rswETH,40909.061053253536
2025-04-22 00:00:00.000 UTC,rswETH,40908.606372060254
2025-04-23 00:00:00.000 UTC,rswETH,40864.84853941071
2025-04-24 00:00:00.000 UTC,rswETH,40313.67048085079
2025-04-25 00:00:00.000 UTC,rswETH,39803.23702882773
2025-04-26 00:00:00.000 UTC,rswETH,39802.33202999435
2025-04-27 00:00:00.000 UTC,rswETH,39802.19869214424
2025-04-28 00:00:00.000 UTC,rswETH,39780.62385716849
2025-04-29 00:00:00.000 UTC,rswETH,39750.88045130376
2025-04-30 00:00:00.000 UTC,rswETH,39749.87524627397
2025-05-01 00:00:00.000 UTC,rswETH,39627.986066516874
2025-05-02 00:00:00.000 UTC,rswETH,39619.0333242995
2025-05-03 00:00:00.000 UTC,rswETH,39618.74173765452
2025-05-04 00:00:00.000 UTC,rswETH,39609.86073018712
2025-05-05 00:00:00.000 UTC,rswETH,39556.76874506389
2025-05-06 00:00:00.000 UTC,rswETH,39013.89476674087
2025-05-07 00:00:00.000 UTC,rswETH,39009.22149715611
2025-05-08 00:00:00.000 UTC,rswETH,38963.047346262356
2025-05-09 00:00:00.000 UTC,rswETH,38176.500389756155
2025-05-10 00:00:00.000 UTC,rswETH,38105.27890643076
2025-05-11 00:00:00.000 UTC,rswETH,38022.46084520772
2025-05-12 00:00:00.000 UTC,rswETH,37896.82544274116
2025-05-13 00:00:00.000 UTC,rswETH,37822.89969716082
2025-05-14 00:00:00.000 UTC,rswETH,37814.197659617676
2025-05-15 00:00:00.000 UTC,rswETH,37803.36226851073
2025-05-16 00:00:00.000 UTC,rswETH,37731.8909520925
2025-05-17 00:00:00.000 UTC,rswETH,37730.21633597601
2025-05-18 00:00:00.000 UTC,rswETH,37715.16910598234
2025-05-19 00:00:00.000 UTC,rswETH,37618.53122687886
2025-05-20 00:00:00.000 UTC,rswETH,37384.23924904067
2025-05-21 00:00:00.000 UTC,rswETH,37381.619751613514
2025-05-22 00:00:00.000 UTC,rswETH,37310.603791617184
2025-05-23 00:00:00.000 UTC,rswETH,37264.18296428012
2025-05-24 00:00:00.000 UTC,rswETH,37189.556892722896
2025-05-25 00:00:00.000 UTC,rswETH,37184.62097481716
2025-05-26 00:00:00.000 UTC,rswETH,37118.90874125149
2025-05-27 00:00:00.000 UTC,rswETH,37044.678990239736
2025-05-28 00:00:00.000 UTC,rswETH,37017.864156990334
2025-05-29 00:00:00.000 UTC,rswETH,36578.244691448126
2025-05-30 00:00:00.000 UTC,rswETH,36586.93853563399
2025-05-31 00:00:00.000 UTC,rswETH,36512.95977424537
2025-06-01 00:00:00.000 UTC,rswETH,36512.625715483715
2025-06-02 00:00:00.000 UTC,rswETH,36497.72945552478
2025-06-03 00:00:00.000 UTC,rswETH,36417.28067160437
2025-06-04 00:00:00.000 UTC,rswETH,36397.29287026396
2025-06-05 00:00:00.000 UTC,rswETH,36144.0965160118
2025-06-06 00:00:00.000 UTC,rswETH,36154.29220774379
2025-06-07 00:00:00.000 UTC,rswETH,36120.925208758366
2025-06-08 00:00:00.000 UTC,rswETH,36120.50173028273
2025-06-09 00:00:00.000 UTC,rswETH,36119.364925354595
2025-06-10 00:00:00.000 UTC,rswETH,36089.707229036096
2025-06-11 00:00:00.000 UTC,rswETH,36037.67712976028
2025-06-12 00:00:00.000 UTC,rswETH,36308.31001815394
2025-06-13 00:00:00.000 UTC,rswETH,36074.08758933383
2025-06-14 00:00:00.000 UTC,rswETH,36086.329322447484
2025-06-15 00:00:00.000 UTC,rswETH,35991.22129596316
2025-06-16 00:00:00.000 UTC,rswETH,35968.02482638565
2025-06-17 00:00:00.000 UTC,rswETH,35908.904938961234
2025-06-18 00:00:00.000 UTC,rswETH,35893.96664283821
2025-06-19 00:00:00.000 UTC,rswETH,35865.896443580685
2025-06-20 00:00:00.000 UTC,rswETH,35868.47503844147
2025-06-21 00:00:00.000 UTC,rswETH,35868.66173589828
2025-06-22 00:00:00.000 UTC,rswETH,35728.608068044945
2025-06-23 00:00:00.000 UTC,rswETH,35728.298110471405
2025-06-24 00:00:00.000 UTC,rswETH,35728.24898573031
2025-06-25 00:00:00.000 UTC,rswETH,35727.397605508326
2025-06-26 00:00:00.000 UTC,rswETH,35605.20937259627
2025-06-27 00:00:00.000 UTC,rswETH,35515.61694960269
2025-06-28 00:00:00.000 UTC,rswETH,35383.28850479565
2025-06-29 00:00:00.000 UTC,rswETH,35205.75696465511
2025-06-30 00:00:00.000 UTC,rswETH,35229.40805616328
2025-07-01 00:00:00.000 UTC,rswETH,35228.78538260766
2025-07-02 00:00:00.000 UTC,rswETH,35215.66071397008
2025-07-03 00:00:00.000 UTC,rswETH,35240.02429553306
2025-07-04 00:00:00.000 UTC,rswETH,35204.44168883311
2025-07-05 00:00:00.000 UTC,rswETH,35204.35887967091
2025-07-06 00:00:00.000 UTC,rswETH,35214.269197405396
2025-07-07 00:00:00.000 UTC,rswETH,35214.9129931752
2025-07-08 00:00:00.000 UTC,rswETH,34433.63793597425
2025-07-09 00:00:00.000 UTC,rswETH,34429.263237765124
2025-07-10 00:00:00.000 UTC,rswETH,34428.55524518225
2025-07-11 00:00:00.000 UTC,rswETH,34385.78274168521
2025-07-12 00:00:00.000 UTC,rswETH,34383.813487007
2025-07-13 00:00:00.000 UTC,rswETH,34371.01102496681
2025-07-14 00:00:00.000 UTC,rswETH,34351.022858076016
2025-07-15 00:00:00.000 UTC,rswETH,34331.970321567205
2025-07-16 00:00:00.000 UTC,rswETH,33875.025863321025
2025-07-17 00:00:00.000 UTC,rswETH,33837.14396145939
2025-07-18 00:00:00.000 UTC,rswETH,33756.634923171216
2025-07-19 00:00:00.000 UTC,rswETH,33749.05978349619
2025-07-20 00:00:00.000 UTC,rswETH,33804.291325561564
2025-07-21 00:00:00.000 UTC,rswETH,33670.20570550168
2025-07-22 00:00:00.000 UTC,rswETH,33598.57573890363
2025-07-23 00:00:00.000 UTC,rswETH,33466.060931485415
2025-07-24 00:00:00.000 UTC,rswETH,33443.143823648265
2025-07-25 00:00:00.000 UTC,rswETH,33448.752334576675
2025-07-26 00:00:00.000 UTC,rswETH,33355.69992043709
2025-07-27 00:00:00.000 UTC,rswETH,33352.77822110968
2025-07-28 00:00:00.000 UTC,rswETH,33307.40238679349
2025-07-29 00:00:00.000 UTC,rswETH,32799.54788062069
2025-07-30 00:00:00.000 UTC,rswETH,32885.64402491099
2025-07-31 00:00:00.000 UTC,rswETH,32867.81940098552
2025-08-01 00:00:00.000 UTC,rswETH,32649.22979879436
2025-08-02 00:00:00.000 UTC,rswETH,32649.003191936787
2025-08-03 00:00:00.000 UTC,rswETH,32636.568475468863
2025-08-04 00:00:00.000 UTC,rswETH,32483.261265661786
2025-08-05 00:00:00.000 UTC,rswETH,32421.428695204264
2025-08-06 00:00:00.000 UTC,rswETH,32422.110406208034
2025-08-07 00:00:00.000 UTC,rswETH,32355.515224003015
2025-08-08 00:00:00.000 UTC,rswETH,32329.259180036348
2025-08-09 00:00:00.000 UTC,rswETH,32327.92256291698
2025-08-10 00:00:00.000 UTC,rswETH,32302.400351981007
2025-08-11 00:00:00.000 UTC,rswETH,32170.299619578836
2025-08-12 00:00:00.000 UTC,rswETH,32152.838622264087
2025-08-13 00:00:00.000 UTC,rswETH,32096.33785270311
2025-08-14 00:00:00.000 UTC,rswETH,32085.947435059807
2025-08-15 00:00:00.000 UTC,rswETH,32046.82030552113
2025-08-16 00:00:00.000 UTC,rswETH,32012.992010373164
2025-08-17 00:00:00.000 UTC,rswETH,31815.807754725607
2025-08-18 00:00:00.000 UTC,rswETH,31816.98555147389
2025-08-19 00:00:00.000 UTC,rswETH,31795.07515975914
2025-08-20 00:00:00.000 UTC,rswETH,21566.000747724458
2025-08-21 00:00:00.000 UTC,rswETH,21542.851436540685
2025-08-22 00:00:00.000 UTC,rswETH,21540.91769480521
2025-08-23 00:00:00.000 UTC,rswETH,21524.100643991114
2025-08-24 00:00:00.000 UTC,rswETH,21499.380815601944
2025-08-25 00:00:00.000 UTC,rswETH,21497.14574854485
2025-08-26 00:00:00.000 UTC,rswETH,21468.839635739547
2025-08-27 00:00:00.000 UTC,rswETH,21467.913323900626
2025-08-28 00:00:00.000 UTC,rswETH,21467.925898445406
2025-08-29 00:00:00.000 UTC,rswETH,21464.63686447685
2025-08-30 00:00:00.000 UTC,rswETH,21461.741447541106
2025-08-31 00:00:00.000 UTC,rswETH,21455.856312317042
2025-09-01 00:00:00.000 UTC,rswETH,21391.81101382257
2025-09-02 00:00:00.000 UTC,rswETH,21390.896770577565
2025-09-03 00:00:00.000 UTC,rswETH,21389.14794783185
2025-09-04 00:00:00.000 UTC,rswETH,21286.74418983877
2025-09-05 00:00:00.000 UTC,rswETH,21284.381463866855
2025-09-06 00:00:00.000 UTC,rswETH,21271.171331941507
2025-09-07 00:00:00.000 UTC,rswETH,21270.381871040005
2025-09-08 00:00:00.000 UTC,rswETH,21268.200836462693
2025-09-09 00:00:00.000 UTC,rswETH,21268.106539391094
2025-09-10 00:00:00.000 UTC,rswETH,21324.759389544462
2025-09-11 00:00:00.000 UTC,rswETH,21318.06331303477
2025-09-12 00:00:00.000 UTC,rswETH,21307.545300055066
2025-09-13 00:00:00.000 UTC,rswETH,21282.042063774545
2025-09-14 00:00:00.000 UTC,rswETH,21248.461195989774
2025-09-15 00:00:00.000 UTC,rswETH,21239.03709697634
2025-09-16 00:00:00.000 UTC,rswETH,21228.44197861056
2025-09-17 00:00:00.000 UTC,rswETH,21111.154564291926
2025-09-18 00:00:00.000 UTC,rswETH,21094.553029739538
2025-09-19 00:00:00.000 UTC,rswETH,21091.24982972948
2025-09-20 00:00:00.000 UTC,rswETH,21089.89042800404
2025-09-21 00:00:00.000 UTC,rswETH,21085.24717964102
2025-09-22 00:00:00.000 UTC,rswETH,21052.08122556117
2025-09-23 00:00:00.000 UTC,rswETH,21051.355688778265
2025-09-24 00:00:00.000 UTC,rswETH,21049.695448944538
2025-09-25 00:00:00.000 UTC,rswETH,21046.69367308493
2025-09-26 00:00:00.000 UTC,rswETH,21044.46040092747
2025-09-27 00:00:00.000 UTC,rswETH,20981.691230030418
2025-09-28 00:00:00.000 UTC,rswETH,20981.756715576525
2025-09-29 00:00:00.000 UTC,rswETH,20970.79102257986
2025-09-30 00:00:00.000 UTC,rswETH,20902.352118053845
2025-10-01 00:00:00.000 UTC,rswETH,20859.811922034914
2025-10-02 00:00:00.000 UTC,rswETH,20856.486007869258
2025-10-03 00:00:00.000 UTC,rswETH,20854.20992424556
2025-10-04 00:00:00.000 UTC,rswETH,20782.352566363676
2025-10-05 00:00:00.000 UTC,rswETH,20745.094616467093
2025-10-06 00:00:00.000 UTC,rswETH,20694.802204880878
2025-10-07 00:00:00.000 UTC,rswETH,20670.765161210373
2025-10-08 00:00:00.000 UTC,rswETH,20665.213456410405
2025-10-09 00:00:00.000 UTC,rswETH,20556.865416066867
2025-10-10 00:00:00.000 UTC,rswETH,20555.84470283609
2025-10-11 00:00:00.000 UTC,rswETH,20514.786700216588
2025-10-12 00:00:00.000 UTC,rswETH,20125.312823676897
2025-10-13 00:00:00.000 UTC,rswETH,19657.36499592014
2025-10-14 00:00:00.000 UTC,rswETH,19509.947752383323
2025-10-15 00:00:00.000 UTC,rswETH,19509.947752383323
2025-10-16 00:00:00.000 UTC,rswETH,19509.16983519013
2025-10-17 00:00:00.000 UTC,rswETH,19406.58151508588
2025-10-18 00:00:00.000 UTC,rswETH,19406.276017132437
2025-10-19 00:00:00.000 UTC,rswETH,19404.53567234689
2025-10-20 00:00:00.000 UTC,rswETH,19374.24658356756
2025-10-21 00:00:00.000 UTC,rswETH,19311.336999443723
2025-10-22 00:00:00.000 UTC,rswETH,19310.28902141377
2025-10-23 00:00:00.000 UTC,rswETH,19307.950510797218
2025-10-24 00:00:00.000 UTC,rswETH,19182.39883836979
2025-10-25 00:00:00.000 UTC,rswETH,19119.39437966014
2025-10-26 00:00:00.000 UTC,rswETH,19116.277337668333
2025-10-27 00:00:00.000 UTC,rswETH,18987.703046363862
2025-10-28 00:00:00.000 UTC,rswETH,19061.39084218349
2025-10-29 00:00:00.000 UTC,rswETH,19060.239698523972
2025-10-30 00:00:00.000 UTC,rswETH,19056.1525928544
2025-10-31 00:00:00.000 UTC,rswETH,18958.36451105972
2025-11-01 00:00:00.000 UTC,rswETH,18957.966759571904
2025-11-02 00:00:00.000 UTC,rswETH,18907.8995073467
2025-11-03 00:00:00.000 UTC,rswETH,18882.23271998255
2025-11-04 00:00:00.000 UTC,rswETH,18828.86869383331
2025-11-05 00:00:00.000 UTC,rswETH,18695.775313171438
2025-11-06 00:00:00.000 UTC,rswETH,18694.681700671073
2025-11-07 00:00:00.000 UTC,rswETH,18694.059132012302
2025-11-08 00:00:00.000 UTC,rswETH,18688.835622484356
2025-11-09 00:00:00.000 UTC,rswETH,18687.84238257225
2025-11-10 00:00:00.000 UTC,rswETH,18640.33138624974
2025-11-11 00:00:00.000 UTC,rswETH,18634.06429208078
2025-11-12 00:00:00.000 UTC,rswETH,18552.369826877657
2025-11-13 00:00:00.000 UTC,rswETH,18552.319305905217
2025-11-14 00:00:00.000 UTC,rswETH,18551.875919807666
2025-11-15 00:00:00.000 UTC,rswETH,18551.59614012514
2025-11-16 00:00:00.000 UTC,rswETH,18550.09964703043
2025-11-17 00:00:00.000 UTC,rswETH,18426.088103474965
2025-11-18 00:00:00.000 UTC,rswETH,18423.813756846725
2025-11-19 00:00:00.000 UTC,rswETH,18398.76818645362
2025-11-20 00:00:00.000 UTC,rswETH,18396.737217505157
2025-11-21 00:00:00.000 UTC,rswETH,18395.936223519322
2025-11-22 00:00:00.000 UTC,rswETH,18372.67004227742
2025-11-23 00:00:00.000 UTC,rswETH,18361.661513324612
2025-11-24 00:00:00.000 UTC,rswETH,18359.67667858385
2025-11-25 00:00:00.000 UTC,rswETH,18354.44131466398
2025-11-26 00:00:00.000 UTC,rswETH,18305.598234905403
2025-11-27 00:00:00.000 UTC,rswETH,18290.795239769857
2025-11-28 00:00:00.000 UTC,rswETH,18239.041397619985
2025-11-29 00:00:00.000 UTC,rswETH,18206.602266167534
2025-11-30 00:00:00.000 UTC,rswETH,18199.84504583759
2025-12-01 00:00:00.000 UTC,rswETH,18184.571135893977
2025-12-02 00:00:00.000 UTC,rswETH,18181.637984750625
2025-12-03 00:00:00.000 UTC,rswETH,18170.544340570996
2025-12-04 00:00:00.000 UTC,rswETH,18157.82234197702
2025-12-05 00:00:00.000 UTC,rswETH,18138.399815802673
2025-12-06 00:00:00.000 UTC,rswETH,18135.405201769834
2025-12-07 00:00:00.000 UTC,rswETH,18097.831459721936
2025-12-08 00:00:00.000 UTC,rswETH,18091.92447604858
2025-12-09 00:00:00.000 UTC,rswETH,18091.18922732504
2025-12-10 00:00:00.000 UTC,rswETH,18091.8334430771
2025-12-11 00:00:00.000 UTC,rswETH,18091.096245753513
2025-12-12 00:00:00.000 UTC,rswETH,18090.624805761625
2025-12-13 00:00:00.000 UTC,rswETH,18040.299286810925
2025-12-14 00:00:00.000 UTC,rswETH,18035.879903724
2025-12-15 00:00:00.000 UTC,rswETH,18034.75541538646
2025-12-16 00:00:00.000 UTC,rswETH,18029.835567080507
2025-12-17 00:00:00.000 UTC,rswETH,18027.685926084025
2025-12-18 00:00:00.000 UTC,rswETH,18003.271761724816
2025-12-19 00:00:00.000 UTC,rswETH,18000.92373291486
2025-12-20 00:00:00.000 UTC,rswETH,17931.72511779841
2025-12-21 00:00:00.000 UTC,rswETH,17908.149886535717
2025-12-22 00:00:00.000 UTC,rswETH,17847.35684793083
2025-12-23 00:00:00.000 UTC,rswETH,17740.248075883206
2025-12-24 00:00:00.000 UTC,rswETH,17740.248087235348
2025-12-25 00:00:00.000 UTC,rswETH,17767.18334948183
2025-12-26 00:00:00.000 UTC,rswETH,17760.96482830353
2025-12-27 00:00:00.000 UTC,rswETH,17736.207661796627
2025-12-28 00:00:00.000 UTC,rswETH,17736.6187938618
2025-12-29 00:00:00.000 UTC,rswETH,17719.39185385092
2025-12-30 00:00:00.000 UTC,rswETH,17706.13406103016
2025-12-31 00:00:00.000 UTC,rswETH,17681.407459911712
2026-01-01 00:00:00.000 UTC,rswETH,17617.484629728562
2026-01-02 00:00:00.000 UTC,rswETH,17604.99526591432
2026-01-03 00:00:00.000 UTC,rswETH,17604.78526615994
2026-01-04 00:00:00.000 UTC,rswETH,17601.125424492595
2026-01-05 00:00:00.000 UTC,rswETH,17594.8695071845
2026-01-06 00:00:00.000 UTC,rswETH,17592.03888028736
2026-01-07 00:00:00.000 UTC,rswETH,17587.53290231442
2026-01-08 00:00:00.000 UTC,rswETH,16859.164941136132
2026-01-09 00:00:00.000 UTC,rswETH,16855.646889980908
2026-01-10 00:00:00.000 UTC,rswETH,16852.436860206788
2026-01-11 00:00:00.000 UTC,rswETH,16850.578981790928
2026-01-12 00:00:00.000 UTC,rswETH,16837.15197661574
2026-01-13 00:00:00.000 UTC,rswETH,16833.645906833786
2026-01-14 00:00:00.000 UTC,rswETH,16823.65320702356
2026-01-15 00:00:00.000 UTC,rswETH,16822.626482415337
2026-01-16 00:00:00.000 UTC,rswETH,16821.350476258456
2026-01-17 00:00:00.000 UTC,rswETH,16821.009431223767
2026-01-18 00:00:00.000 UTC,rswETH,16820.2889166446
2026-01-19 00:00:00.000 UTC,rswETH,16815.03940523071
2026-01-20 00:00:00.000 UTC,rswETH,16814.91553477045
2026-01-21 00:00:00.000 UTC,rswETH,16806.73072775642
2026-01-22 00:00:00.000 UTC,rswETH,16768.92968673121
2026-01-23 00:00:00.000 UTC,rswETH,16768.92968673121
2026-01-24 00:00:00.000 UTC,rswETH,16766.98965823522
2026-01-25 00:00:00.000 UTC,rswETH,16767.835801070032
2026-01-26 00:00:00.000 UTC,rswETH,16767.666136218366
2026-01-27 00:00:00.000 UTC,rswETH,16765.32151071814
2026-01-28 00:00:00.000 UTC,rswETH,16765.269701192403
2026-01-29 00:00:00.000 UTC,rswETH,16072.674989983645
2026-01-30 00:00:00.000 UTC,rswETH,16057.819890781933
2026-01-31 00:00:00.000 UTC,rswETH,16049.620788499818
2026-02-01 00:00:00.000 UTC,rswETH,16047.819023583677
2026-02-02 00:00:00.000 UTC,rswETH,16042.430655699063
2026-02-03 00:00:00.000 UTC,rswETH,16041.930873136102
2026-02-04 00:00:00.000 UTC,rswETH,16038.65798915252
2026-02-05 00:00:00.000 UTC,rswETH,16022.898135336678
2026-02-06 00:00:00.000 UTC,rswETH,15978.131301530597
2026-02-07 00:00:00.000 UTC,rswETH,15974.651143575558
2026-02-08 00:00:00.000 UTC,rswETH,15953.361766215412
2026-02-09 00:00:00.000 UTC,rswETH,15934.2693339864
2026-02-10 00:00:00.000 UTC,rswETH,15919.972528933484
2026-02-11 00:00:00.000 UTC,rswETH,15909.59380704022
2026-02-12 00:00:00.000 UTC,rswETH,15908.636997386515
2026-02-13 00:00:00.000 UTC,rswETH,15908.636997386515
2026-02-14 00:00:00.000 UTC,rswETH,15914.564802337998
2026-02-15 00:00:00.000 UTC,rswETH,15904.029448094787
2026-02-16 00:00:00.000 UTC,rswETH,15904.979887782249
2026-02-17 00:00:00.000 UTC,rswETH,15904.979887782249
2026-02-18 00:00:00.000 UTC,rswETH,15905.245044142603
2026-02-19 00:00:00.000 UTC,rswETH,15905.184318474197
2026-02-20 00:00:00.000 UTC,rswETH,15905.506512209531
2026-02-21 00:00:00.000 UTC,rswETH,15905.62506118623
2026-02-22 00:00:00.000 UTC,rswETH,15896.468651193967
2026-02-23 00:00:00.000 UTC,rswETH,15896.532914315376
2026-02-24 00:00:00.000 UTC,rswETH,15896.061814361974
2026-02-25 00:00:00.000 UTC,rswETH,15894.952670640829
2026-02-26 00:00:00.000 UTC,rswETH,15892.56562424095
2026-02-27 00:00:00.000 UTC,rswETH,15890.387698825347
2026-02-28 00:00:00.000 UTC,rswETH,15890.387698825347
2026-03-01 00:00:00.000 UTC,rswETH,15868.842058600434
2026-03-02 00:00:00.000 UTC,rswETH,15868.842058600434
2026-03-03 00:00:00.000 UTC,rswETH,15869.412465701535
2026-03-04 00:00:00.000 UTC,rswETH,15863.567761751094
2026-03-05 00:00:00.000 UTC,rswETH,15862.624890261844
2026-03-06 00:00:00.000 UTC,rswETH,15841.317210817217
2026-03-07 00:00:00.000 UTC,rswETH,15836.069259926942
2026-03-08 00:00:00.000 UTC,rswETH,15836.131457828675
2024-06-05 00:00:00.000 UTC,genETH,248.7830227008975
2024-06-06 00:00:00.000 UTC,genETH,248.7560689850519
2024-06-07 00:00:00.000 UTC,genETH,249.05341691702233
2024-06-08 00:00:00.000 UTC,genETH,253.03490486932427
2024-06-09 00:00:00.000 UTC,genETH,253.1498730994273
2024-06-10 00:00:00.000 UTC,genETH,254.16704466946717
2024-06-11 00:00:00.000 UTC,genETH,262.7904792671867
2024-06-12 00:00:00.000 UTC,genETH,262.8905657614874
2024-06-13 00:00:00.000 UTC,genETH,263.2947336089732
2024-06-14 00:00:00.000 UTC,genETH,279.1586226242536
2024-06-15 00:00:00.000 UTC,genETH,279.8501165405677
2024-06-16 00:00:00.000 UTC,genETH,289.7854577008599
2024-06-17 00:00:00.000 UTC,genETH,289.8280584094046
2024-06-18 00:00:00.000 UTC,genETH,317.4572590114302
2024-06-19 00:00:00.000 UTC,genETH,357.6774710157947
2024-06-20 00:00:00.000 UTC,genETH,368.28052155345176
2024-06-21 00:00:00.000 UTC,genETH,368.43789857057914
2024-06-22 00:00:00.000 UTC,genETH,369.0327738484996
2024-06-23 00:00:00.000 UTC,genETH,346.13469938295174
2024-06-24 00:00:00.000 UTC,genETH,350.751498599995
2024-06-25 00:00:00.000 UTC,genETH,340.03749130694956
2024-06-26 00:00:00.000 UTC,genETH,340.24501651481336
2024-06-27 00:00:00.000 UTC,genETH,342.1613702530698
2024-06-28 00:00:00.000 UTC,genETH,342.5505818341343
2024-06-29 00:00:00.000 UTC,genETH,343.0042390698627
2024-06-30 00:00:00.000 UTC,genETH,343.6734048031412
2024-07-01 00:00:00.000 UTC,genETH,344.0199829747954
2024-07-02 00:00:00.000 UTC,genETH,347.44985384869534
2024-07-03 00:00:00.000 UTC,genETH,349.5459525123192
2024-07-04 00:00:00.000 UTC,genETH,347.5330106393822
2024-07-05 00:00:00.000 UTC,genETH,345.32791316806976
2024-07-06 00:00:00.000 UTC,genETH,345.4299843296886
2024-07-07 00:00:00.000 UTC,genETH,345.7487429218652
2024-07-08 00:00:00.000 UTC,genETH,346.36553802049093
2024-07-09 00:00:00.000 UTC,genETH,336.1200228368322
2024-07-10 00:00:00.000 UTC,genETH,336.1319203295121
2024-07-11 00:00:00.000 UTC,genETH,341.0793464921315
2024-07-12 00:00:00.000 UTC,genETH,338.171147005375
2024-07-13 00:00:00.000 UTC,genETH,336.23609389170895
2024-07-14 00:00:00.000 UTC,genETH,336.40400291969587
2024-07-15 00:00:00.000 UTC,genETH,340.54879198225643
2024-07-16 00:00:00.000 UTC,genETH,340.739599807105
2024-07-17 00:00:00.000 UTC,genETH,340.739599807105
2024-07-18 00:00:00.000 UTC,genETH,341.03722221138423
2024-07-19 00:00:00.000 UTC,genETH,331.17750609744314
2024-07-20 00:00:00.000 UTC,genETH,331.6034098723426
2024-07-21 00:00:00.000 UTC,genETH,325.90941122427995
2024-07-22 00:00:00.000 UTC,genETH,326.1445041490524
2024-07-23 00:00:00.000 UTC,genETH,326.5908247600795
2024-07-24 00:00:00.000 UTC,genETH,326.5011897232638
2024-07-25 00:00:00.000 UTC,genETH,325.8606154217198
2024-07-26 00:00:00.000 UTC,genETH,326.00927006110226
2024-07-27 00:00:00.000 UTC,genETH,325.9192700611023
2024-07-28 00:00:00.000 UTC,genETH,325.9192700611023
2024-07-29 00:00:00.000 UTC,genETH,325.9092700611023
2024-07-30 00:00:00.000 UTC,genETH,324.74037428429534
2024-07-31 00:00:00.000 UTC,genETH,323.84781270873026
2024-08-01 00:00:00.000 UTC,genETH,323.409131078439
2024-08-02 00:00:00.000 UTC,genETH,322.5749477868879
2024-08-03 00:00:00.000 UTC,genETH,322.07908677261446
2024-08-04 00:00:00.000 UTC,genETH,319.3039294311012
2024-08-05 00:00:00.000 UTC,genETH,319.3039294311012
2024-08-06 00:00:00.000 UTC,genETH,319.71591108238283
2024-08-07 00:00:00.000 UTC,genETH,321.3122339461174
2024-08-08 00:00:00.000 UTC,genETH,323.85075240892667
2024-08-09 00:00:00.000 UTC,genETH,319.6654825688535
2024-08-10 00:00:00.000 UTC,genETH,320.6258620393087
2024-08-11 00:00:00.000 UTC,genETH,321.05749138906606
2024-08-12 00:00:00.000 UTC,genETH,322.72379148589187
2024-08-13 00:00:00.000 UTC,genETH,323.10980741605346
2024-08-14 00:00:00.000 UTC,genETH,323.3150996726713
2024-08-15 00:00:00.000 UTC,genETH,324.71220559405464
2024-08-16 00:00:00.000 UTC,genETH,320.52023438702327
2024-08-17 00:00:00.000 UTC,genETH,318.8357533707914
2024-08-18 00:00:00.000 UTC,genETH,318.3687058768079
2024-08-19 00:00:00.000 UTC,genETH,317.6508521807976
2024-08-20 00:00:00.000 UTC,genETH,319.5634353050668
2024-08-21 00:00:00.000 UTC,genETH,319.0365577390719
2024-08-22 00:00:00.000 UTC,genETH,318.6915489456363
2024-08-23 00:00:00.000 UTC,genETH,318.85878948867145
2024-08-24 00:00:00.000 UTC,genETH,319.847829795149
2024-08-25 00:00:00.000 UTC,genETH,319.59596521123467
2024-08-26 00:00:00.000 UTC,genETH,319.59645842207715
2024-08-27 00:00:00.000 UTC,genETH,319.32486828553857
2024-08-28 00:00:00.000 UTC,genETH,319.275890905749
2024-08-29 00:00:00.000 UTC,genETH,319.275890905749
2024-08-30 00:00:00.000 UTC,genETH,319.45992406939473
2024-08-31 00:00:00.000 UTC,genETH,318.61983413152785
2024-09-01 00:00:00.000 UTC,genETH,318.71844606381575
2024-09-02 00:00:00.000 UTC,genETH,318.71844606381575
2024-09-03 00:00:00.000 UTC,genETH,328.1435130437256
2024-09-04 00:00:00.000 UTC,genETH,330.89070954127135
2024-09-05 00:00:00.000 UTC,genETH,338.35267346856637
2024-09-06 00:00:00.000 UTC,genETH,343.08542014549766
2024-09-07 00:00:00.000 UTC,genETH,358.3265451801468
2024-09-08 00:00:00.000 UTC,genETH,339.08102438175763
2024-09-09 00:00:00.000 UTC,genETH,339.0968002040141
2024-09-10 00:00:00.000 UTC,genETH,339.2229769627557
2024-09-11 00:00:00.000 UTC,genETH,329.30924148080464
2024-09-12 00:00:00.000 UTC,genETH,351.446849082274
2024-09-13 00:00:00.000 UTC,genETH,372.9550126102032
